Progress,Duration (in seconds),Finished,Q1,Q2,Q3_1,Q20_1,Q4,Q5,Q18,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9
100,447,TRUE,24,Female,5,4,"$51,000 - 75,000",Yes,Yes,Completely important,Completely important,Completely important,Very important,Very important,Very important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Completely important,Moderately important,Moderately important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Never,Occasionally,Rarely,Never,Frequently,A little,Not at all,Moderately,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,Not at all,Quite a bit,Moderately,Moderately,A little,A little,Quite a bit,Extremely,Moderately,Moderately,A little,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Quite a bit,Extremely,Quite a bit,Not at all,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,A little,Moderately
100,421,TRUE,,Female,5,3,"$51,000 - 75,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Very important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Occasionally,Occasionally,Very Frequently,Never,Occasionally,Extremely,Moderately,Quite a bit,Not at all,Moderately,Quite a bit,Moderately,A little,Not at all,Quite a bit,Extremely,A little,Not at all,Quite a bit,A little,Extremely,A little,Moderately,Moderately,Extremely,A little,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,A little,Extremely,Extremely,A little,A little,Quite a bit,Moderately,A little,A little,A little
100,312,TRUE,26,Male,5,1,"$51,000 - 75,000",Yes,Yes,Completely important,Completely important,Completely important,Very important,Very important,Completely important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Very important,Very important,Moderately important,Moderately important,Very important,Very important,Completely important,Very important,Very important,Completely important,Never,Occasionally,Never,Never,Rarely,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,A little,Quite a bit,Not at all,Extremely,Not at all,Not at all,Moderately,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit,A little
100,317,TRUE,24,Female,5,4,"$51,000 - 75,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Completely important,Very important,Completely important,Completely important,Very important,Very important,Moderately important,Very important,Completely important,Completely important,Completely important,Very important,Very important,Rarely,Occasionally,Frequently,Never,Never,Extremely,A little,Quite a bit,Moderately,Not at all,Extremely,Quite a bit,Moderately,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,A little,Moderately,Extremely,Moderately,A little,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Quite a bit,Not at all,Quite a bit,A little,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Not at all
100,429,TRUE,23,Female,5,3,"$26,000 - 50,000",No,No,Very important,Moderately important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Completely important,Very important,Moderately important,Completely important,Completely important,Moderately important,Very important,Moderately important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Rarely,Occasionally,Frequently,Rarely,Rarely,Not at all,Not at all,Quite a bit,A little,A little,Quite a bit,Moderately,Quite a bit,A little,Extremely,Extremely,A little,Moderately,Quite a bit,Quite a bit,Extremely,Moderately,A little,A little,Extremely,A little,Quite a bit,Extremely,A little,Quite a bit,A little,A little,Not at all,Extremely,Extremely,Moderately,Not at all,Extremely,A little,Moderately,Not at all,Moderately
100,847,TRUE,27,Female,5,3,"$26,000 - 50,000",Yes,Yes,Very important,Completely important,Completely important,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Moderately important,Very important,Moderately important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Occasionally,Frequently,Frequently,Rarely,Occasionally,Extremely,Not at all,Extremely,Quite a bit,A little,Extremely,Extremely,Extremely,Not at all,Extremely,Moderately,Extremely,Quite a bit,A little,Extremely,Extremely,Quite a bit,Extremely,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Extremely,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,A little
100,1464,TRUE,26,Female,4,4,"$76,000 - 100,000",Yes,Yes,Completely important,Completely important,Moderately important,Very important,Completely important,Very important,Completely important,Moderately important,Very important,Very important,Very important,Completely important,Very important,Slightly important,Slightly important,Completely important,Very important,Completely important,Very important,Very important,Moderately important,Very important,Rarely,Rarely,Occasionally,Never,Occasionally,A little,Quite a bit,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,Not at all,Not at all,Quite a bit,A little,Not at all,Quite a bit,A little,Extremely,Moderately,Moderately,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Extremely,Quite a bit,Quite a bit,Not at all,A little,Quite a bit,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately
100,270,TRUE,26,Female,5,3,"$0 - 25,000",Yes,Yes,Completely important,Completely important,Very important,Moderately important,Completely important,Completely important,Moderately important,Moderately important,Very important,Moderately important,Completely important,Completely important,Very important,Moderately important,Very important,Slightly important,Very important,Completely important,Completely important,Completely important,Moderately important,Completely important,Occasionally,Never,Rarely,Never,Never,Moderately,Not at all,Not at all,Not at all,Moderately,Not at all,A little,Not at all,Not at all,A little,Extremely,Not at all,Not at all,Quite a bit,Not at all,Extremely,Not at all,A little,Not at all,Quite a bit,A little,Not at all,Not at all,Quite a bit,Not at all,A little,Not at all,Not at all,A little,Moderately,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all
100,366,TRUE,26,Female,5,3,"$76,000 - 100,000",Yes,Yes,Very important,Completely important,Completely important,Completely important,Very important,Completely important,Very important,Moderately important,Very important,Very important,Completely important,Completely important,Very important,Moderately important,Very important,Moderately important,Moderately important,Very important,Completely important,Completely important,Completely important,Very important,Occasionally,Never,Frequently,Never,Frequently,Extremely,Moderately,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,Moderately,A little,A little,Not at all,Extremely,Not at all,Moderately,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Moderately,Quite a bit,Not at all,A little,Quite a bit,A little
100,390,TRUE,21,Female,5,3,"$26,000 - 50,000",No,No,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Never,Rarely,Rarely,Never,Rarely,Extremely,Not at all,Quite a bit,Extremely,Moderately,Quite a bit,Moderately,A little,Moderately,Extremely,Quite a bit,Quite a bit,Extremely,Quite a bit,Quite a bit,Extremely,Quite a bit,Quite a bit,Quite a bit,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Quite a bit,A little,Not at all,Extremely,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit
100,453,TRUE,47,Female,5,4,"$100,000+",Yes,Yes,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Moderately important,Very important,Very important,Moderately important,Completely important,Very important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,Very important,Very important,Moderately important,Very important,Rarely,Occasionally,Frequently,Never,Rarely,Extremely,A little,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Quite a bit,Not at all,Quite a bit,A little,Quite a bit,Moderately,Moderately,A little,Extremely,Quite a bit,Quite a bit,Not at all,A little,A little,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Not at all,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,A little,A little,A little,Not at all
100,765,TRUE,24,Female,5,4,"$0 - 25,000",Yes,Yes,Moderately important,Very important,Completely important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,Completely important,Slightly important,Slightly important,Completely important,Very important,Slightly important,Moderately important,Moderately important,Completely important,Very important,Very important,Slightly important,Slightly important,Moderately important,Rarely,Occasionally,Very Frequently,Never,Occasionally,Extremely,A little,Not at all,Extremely,A little,Extremely,Quite a bit,Extremely,Not at all,Extremely,Moderately,Not at all,Not at all,A little,Extremely,Extremely,A little,Extremely,A little,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Quite a bit,Extremely,Not at all,Extremely,Quite a bit,Not at all,A little,Quite a bit,A little,Not at all,Extremely,Not at all
100,325,TRUE,48,Female,5,3,"$100,000+",Yes,Yes,Very important,Very important,Completely important,Very important,Completely important,Completely important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Very important,Very important,Never,Rarely,Frequently,Never,Never,Quite a bit,Not at all,Extremely,A little,Not at all,Quite a bit,Extremely,Quite a bit,Not at all,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Quite a bit,Moderately,Moderately,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,A little,Moderately,Moderately,Moderately
100,328,TRUE,25,Female,5,3,"$0 - 25,000",No,No,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Slightly important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Rarely,Rarely,Frequently,Never,Occasionally,Extremely,Moderately,Extremely,Quite a bit,Moderately,Extremely,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Extremely,Extremely,Quite a bit,Quite a bit,Extremely,Quite a bit,Quite a bit,Moderately,Extremely,A little,Extremely,Extremely,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Extremely,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Moderately
100,264,TRUE,23,Female,4,4,"$0 - 25,000",No,No,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Very important,Very important,Completely important,Very important,Very important,Completely important,Completely important,Never,Rarely,Frequently,Never,Never,Quite a bit,Quite a bit,A little,Not at all,Moderately,Not at all,A little,A little,Moderately,Extremely,Extremely,Not at all,Not at all,Extremely,Not at all,Extremely,Moderately,A little,Quite a bit,Extremely,Not at all,Quite a bit,Quite a bit,A little,Extremely,Quite a bit,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Quite a bit
100,1332,TRUE,26,Female,4,2,"$26,000 - 50,000",Yes,Yes,Very important,Very important,Very important,Moderately important,Very important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,Very important,Completely important,Very important,Moderately important,Moderately important,Very important,Moderately important,Completely important,Moderately important,Moderately important,Very important,Moderately important,Rarely,Frequently,Occasionally,Never,Occasionally,A little,A little,Quite a bit,A little,A little,Moderately,A little,Not at all,Not at all,Extremely,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Extremely,A little,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,A little,Moderately
100,423,TRUE,57,Female,5,3,"$76,000 - 100,000",Yes,Yes,Completely important,Very important,Completely important,Very important,Very important,Completely important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Very important,Very important,Very important,Very important,Very important,Very important,Completely important,Completely important,Very important,Completely important,Rarely,Occasionally,Frequently,Never,Rarely,Quite a bit,A little,Moderately,Moderately,Not at all,Quite a bit,Extremely,Moderately,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Extremely,Moderately,Moderately,A little,Moderately,Quite a bit,A little,A little,Quite a bit,Moderately,A little,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little
100,389,TRUE,24,Female,5,4,"$51,000 - 75,000",Yes,No,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Very important,Completely important,Completely important,Completely important,Very important,Very important,Completely important,Rarely,Occasionally,Frequently,Never,Never,Quite a bit,A little,Moderately,A little,Not at all,Moderately,Moderately,A little,A little,A little,Quite a bit,A little,Quite a bit,Extremely,Moderately,Extremely,A little,A little,A little,Extremely,Not at all,Quite a bit,Extremely,Not at all,Quite a bit,Quite a bit,Quite a bit,Not at all,Moderately,Quite a bit,A little,Moderately,Moderately,Moderately,Not at all,Not at all,Moderately
100,1697,TRUE,25,Female,5,5,"$51,000 - 75,000",No,No,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Very important,Slightly important,Slightly important,Very important,Very important,Very important,Very important,Very important,Very important,Never,Occasionally,Occasionally,Never,Never,Quite a bit,A little,Moderately,Moderately,Not at all,Moderately,A little,A little,Not at all,Moderately,Extremely,A little,Moderately,Moderately,Moderately,Extremely,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,Not at all,A little,A little,A little,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,A little,Not at all,Not at all,Not at all
100,358,TRUE,24,Female,5,4,"$26,000 - 50,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Occasionally,Rarely,Occasionally,Never,Occasionally,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Quite a bit,Not at all,Extremely,A little,Quite a bit,Extremely,A little,Extremely,Extremely,Extremely,Extremely,Not at all,Extremely,,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Not at all,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all
100,345,TRUE,22,Female,5,3,"$51,000 - 75,000",No,No,Completely important,Very important,Completely important,Very important,Very important,Completely important,Slightly important,Completely important,Very important,Very important,Very important,Completely important,Completely important,Not at all important,Very important,Very important,Completely important,Very important,Completely important,Very important,Very important,Completely important,Occasionally,Occasionally,Occasionally,Never,Occasionally,Moderately,Quite a bit,Not at all,Quite a bit,A little,Moderately,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,Not at all,Extremely,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,Extremely,Not at all,Extremely,Moderately,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,A little,Not at all
100,403,TRUE,24,Female,4,4,"$0 - 25,000",Yes,Yes,Completely important,Completely important,Very important,Very important,Completely important,Very important,Very important,Very important,Very important,Moderately important,Completely important,Completely important,Completely important,Completely important,Slightly important,Very important,Very important,Completely important,Very important,Very important,Completely important,Very important,Rarely,Rarely,Occasionally,Never,Occasionally,Moderately,Quite a bit,A little,Not at all,Moderately,Not at all,A little,Not at all,A little,Quite a bit,Extremely,A little,Not at all,Quite a bit,Not at all,Extremely,Not at all,Not at all,A little,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,A little,Not at all,A little,Not at all,Extremely,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,A little
100,635,TRUE,36,Female,5,4,"$51,000 - 75,000",Yes,Yes,Completely important,Completely important,Completely important,Very important,Very important,Completely important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Moderately important,Very important,Very important,Very important,Very important,Completely important,Very important,Very important,Completely important,Rarely,Occasionally,Very Frequently,Never,Rarely,Extremely,A little,Moderately,Moderately,A little,Quite a bit,A little,A little,A little,Quite a bit,Quite a bit,Moderately,A little,Moderately,Moderately,Extremely,A little,Not at all,A little,Quite a bit,A little,Moderately,A little,A little,Moderately,A little,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,A little,Not at all,Not at all,A little
100,1002,TRUE,,Female,3,3,"$26,000 - 50,000",No,Yes,Very important,Very important,Moderately important,Very important,Very important,Very important,Completely important,Very important,Very important,Very important,Moderately important,Completely important,Moderately important,Moderately important,Very important,Moderately important,Very important,Moderately important,Completely important,Completely important,Very important,Very important,Never,Frequently,Frequently,Frequently,Frequently,A little,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Extremely,Quite a bit,A little,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately
100,297,TRUE,23,Female,2,4,"$0 - 25,000",No,No,Very important,Very important,Not at all important,Moderately important,Completely important,Moderately important,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Completely important,Very important,Moderately important,Slightly important,Very important,Slightly important,Completely important,Not at all important,Very important,Very important,Not at all important,Never,Rarely,Never,Never,Rarely,Quite a bit,Quite a bit,Moderately,A little,Moderately,A little,Not at all,Not at all,A little,Extremely,Extremely,Extremely,Quite a bit,Quite a bit,Not at all,Extremely,Not at all,Moderately,Moderately,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,A little,Extremely,Extremely,Extremely,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately
100,729,TRUE,24,Female,2,3,"$100,000+",Yes,No,Completely important,Completely important,Moderately important,Very important,Completely important,Moderately important,Very important,Not at all important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Not at all important,Slightly important,Very important,Slightly important,Very important,Very important,Slightly important,Frequently,Frequently,Occasionally,Rarely,Occasionally,A little,Quite a bit,A little,Not at all,A little,Not at all,A little,A little,A little,Quite a bit,Quite a bit,Extremely,A little,A little,A little,Extremely,A little,Moderately,Not at all,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,Moderately,Quite a bit,Moderately,Not at all,A little,Extremely,Moderately,Not at all,A little,Not at all,Not at all,Not at all,A little
100,341,TRUE,28,Female,5,4,"$100,000+",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Rarely,Occasionally,Occasionally,Never,Occasionally,Extremely,Not at all,Moderately,A little,Not at all,A little,Quite a bit,,Not at all,Quite a bit,Extremely,Moderately,Quite a bit,Extremely,Not at all,Extremely,A little,,Not at all,Extremely,Moderately,Quite a bit,Quite a bit,Not at all,Quite a bit,Extremely,,Not at all,Extremely,Extremely,Not at all,Not at all,Quite a bit,Not at all,Not at all,,A little
100,673,TRUE,25,Male,5,4,"$76,000 - 100,000",Yes,No,Completely important,Completely important,Completely important,Completely important,Very important,Completely important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Moderately important,Moderately important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Completely important,Rarely,Occasionally,Frequently,Never,Occasionally,A little,A little,Moderately,A little,Not at all,A little,Moderately,A little,Not at all,Moderately,Quite a bit,Quite a bit,A little,Moderately,A little,Extremely,Quite a bit,Moderately,Not at all,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Not at all,A little,Moderately,Not at all,Not at all,A little,Not at all,Not at all,A little,A little
100,616,TRUE,23,Female,5,2,"$0 - 25,000",No,No,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Moderately important,Completely important,Completely important,Completely important,Completely important,Very important,Moderately important,Completely important,Very important,Completely important,Very important,Completely important,Completely important,Very important,Completely important,Occasionally,Occasionally,Frequently,Never,Rarely,Extremely,Not at all,Extremely,Extremely,Not at all,Moderately,Quite a bit,Moderately,Not at all,Extremely,Quite a bit,A little,A little,Not at all,Moderately,Extremely,Quite a bit,Quite a bit,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Not at all,Extremely,Moderately,Quite a bit,A little,Not at all,Moderately,A little,A little,Not at all
100,352,TRUE,23,Female,4,3,"$51,000 - 75,000",Yes,No,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Completely important,Very important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Rarely,Occasionally,Occasionally,Never,Occasionally,Quite a bit,A little,Quite a bit,Moderately,Not at all,Moderately,Extremely,A little,Not at all,Quite a bit,A little,Quite a bit,A little,A little,Quite a bit,Extremely,Quite a bit,A little,Not at all,Not at all,Not at all,Extremely,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Extremely,A little,Moderately,A little,A little,A little,Quite a bit,Moderately,Not at all
100,438,TRUE,23,Female,1,3,"$51,000 - 75,000",Yes,No,Completely important,Very important,Not at all important,Completely important,Moderately important,Very important,Very important,Slightly important,Slightly important,Completely important,Very important,Completely important,Moderately important,Slightly important,Slightly important,Slightly important,Not at all important,Moderately important,Not at all important,Moderately important,Very important,Not at all important,Never,Never,Rarely,Never,Never,Moderately,Moderately,A little,Not at all,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Moderately,A little,A little,Moderately,A little,Moderately,Not at all,A little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
100,552,TRUE,34,Female,5,3,"$100,000+",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Slightly important,Completely important,Very important,Moderately important,Completely important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Very important,Very important,Moderately important,Moderately important,Frequently,Frequently,Rarely,Rarely,Frequently,Quite a bit,Extremely,A little,Not at all,Extremely,Moderately,A little,Not at all,Quite a bit,Quite a bit,Extremely,Not at all,Not at all,Extremely,A little,Extremely,Not at all,Not at all,Quite a bit,Extremely,Moderately,A little,Not at all,Extremely,A little,A little,Not at all,Moderately,Moderately,Extremely,A little,Not at all,Extremely,A little,A little,Not at all,Extremely
100,700,TRUE,24,Female,5,2,"$0 - 25,000",Yes,No,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Completely important,Very important,Moderately important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Never,Rarely,Frequently,Never,Never,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Quite a bit,Moderately,Moderately,Not at all,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Extremely,Moderately,Moderately,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Moderately,Moderately,Not at all,Quite a bit,Quite a bit,A little,A little,Quite a bit,A little,A little,Quite a bit,
100,359,TRUE,21,Female,4,4,"$0 - 25,000",No,No,Completely important,Moderately important,Moderately important,Very important,Very important,Very important,Very important,Moderately important,Moderately important,Very important,Very important,Completely important,Very important,Moderately important,Slightly important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,Completely important,Moderately important,Never,Occasionally,Occasionally,Rarely,Frequently,A little,Moderately,Not at all,Not at all,A little,Not at all,Not at all,Not at all,Not at all,Quite a bit,Extremely,A little,Not at all,Not at all,Quite a bit,Extremely,Not at all,A little,Not at all,Moderately,A little,Moderately,A little,A little,Moderately,Not at all,Not at all,Not at all,A little,Extremely,Not at all,Not at all,A little,Not at all,Not at all,Not at all,Not at all
100,574,TRUE,23,Male,2,1,"$0 - 25,000",No,No,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Slightly important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Never,Occasionally,Frequently,Never,Never,Not at all,A little,Moderately,Moderately,A little,Moderately,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Quite a bit,Quite a bit,Quite a bit,Extremely,Extremely,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Extremely,Extremely,Extremely,Extremely,A little,A little,A little,Moderately
100,351,TRUE,47,Female,5,1,"$100,000+",Yes,Yes,Completely important,Completely important,Completely important,Very important,Completely important,Very important,Very important,Very important,Completely important,Very important,Very important,Completely important,Completely important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Rarely,Rarely,Rarely,Never,Never,Quite a bit,A little,Extremely,Moderately,Not at all,Moderately,Quite a bit,A little,Not at all,Quite a bit,Quite a bit,Moderately,Moderately,A little,Moderately,Extremely,Moderately,A little,A little,Extremely,A little,Quite a bit,Moderately,A little,A little,Quite a bit,A little,A little,Quite a bit,A little,Quite a bit,Moderately,Moderately,A little,A little,A little,Not at all
100,394,TRUE,25,Male,5,3,"$26,000 - 50,000",Yes,Yes,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Completely important,Very important,Very important,Very important,Completely important,Very important,Completely important,Moderately important,Very important,Completely important,Occasionally,Frequently,Frequently,Never,Frequently,Moderately,Not at all,Extremely,Extremely,A little,Quite a bit,Extremely,Moderately,Not at all,Quite a bit,Extremely,Extremely,Extremely,Quite a bit,Moderately,Extremely,Moderately,Moderately,Not at all,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Not at all,Quite a bit,Extremely,Moderately,Not at all,A little,Not at all,Not at all,A little,A little
100,367,TRUE,32,Male,5,4,"$76,000 - 100,000",No,No,Very important,Moderately important,Completely important,Very important,Completely important,Very important,Very important,Moderately important,Completely important,Very important,Completely important,Completely important,Completely important,Moderately important,Very important,Very important,Very important,Very important,Completely important,Very important,Very important,Very important,Never,Rarely,Occasionally,Never,Rarely,Moderately,Moderately,A little,A little,A little,A little,A little,A little,Not at all,Quite a bit,Quite a bit,Quite a bit,Not at all,Moderately,Not at all,Extremely,A little,Not at all,Not at all,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Moderately,A little,A little,Not at all,Moderately,Quite a bit,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all
